deal_id,company_name,country,city,date,stage,amount_usd,disclosed,sector,description,founded_year,website,lead_investor,co_investors,investor_types,source,notes
GCC0066,COFE App,Kuwait,Kuwait City,2019-02,Seed,3200000,TRUE,Food & Agritech,Coffee marketplace and foodtech platform,,,KISP Ventures,"Cedar Mundi, Towell Holding, Takamul Capital, Dividend Gate Capital",VC,Perplexity — Fund Portfolio Research,
GCC0067,JustClean,Kuwait,Kuwait City,2019-02,Series A,8000000,TRUE,Logistics & Supply Chain,On-demand laundry marketplace and logistics SaaS,,,Faith Capital,,VC,Perplexity — Fund Portfolio Research,
GCC0068,Nana,Saudi Arabia,Riyadh,2019-02,Series A,6600000,TRUE,E-commerce & Retail,Online grocery delivery platform,,,MEVP,"Impact46, SVC, Wamda Capital",VC,Perplexity — Fund Portfolio Research,
GCC0069,Sarwa,UAE,Dubai,2018-09,Seed,1300000,TRUE,Fintech,,,,Shorooq Partners,"500 Global, MEVP, HALA Ventures",VC,Perplexity — Fund Portfolio Research,
GCC0070,The Luxury Closet,UAE,Dubai,2018-07,Growth,8700000,TRUE,E-commerce & Retail,Online luxury resale marketplace,,,MEVP,"Wamda Capital, Precinct Partners, TechInvest, Saned, Equitrust",VC,Perplexity — Fund Portfolio Research,
GCC0071,The Luxury Closet,UAE,Dubai,2016-11,Series B,7800000,TRUE,E-commerce & Retail,Online luxury resale marketplace,,,Wamda Capital,"MEVP, Equitrust, Saned Partners, Arzan VC",VC,Perplexity — Fund Portfolio Research,
GCC0072,Careem,UAE,Dubai,2015-11,Series C+,60000000,TRUE,Logistics & Supply Chain,,,,The Abraaj Group,"BECO Capital, Wamda Capital, Arzan VC",VC,Perplexity — Fund Portfolio Research,
GCC0073,WheelsOn,UAE,Dubai,,Undisclosed,12500000,TRUE,Proptech,,,,,,,News — Google News — UAE funding,REVIEW | Dubai’s WheelsOn raises $12.5 million in debt and equity for its deposit-free car rental platform -  | https://news.google.com/rss/articles/CBMiXEFVX3lxTE9BMzVwTndlaFRFZUpWeUtxeFpFSWJ
GCC0074,Zest Equity,UAE,,,Seed,3800000,TRUE,Fintech,,,,,,,News — Google News — UAE funding,"REVIEW | Zest Equity, a UAE-based startup digitizing private market deals, raises $3.8M seed funding - TechCr | https://news.google.com/rss/articles/CBMia0FVX3lxTE1EYzlzZDIxUVBna05Ud282MmZnbF9"
GCC0075,Klaim,UAE,,,Series A,26000000,TRUE,Fintech,,,,,,,News — Google News — UAE funding,REVIEW | UAE’s Klaim raises $26 million Series A to fast-track insurance claim payments for healthcare provid | https://news.google.com/rss/articles/CBMiU0FVX3lxTE9ZSW1UcVBNZDdOWWF1bDdtMmdWY3l
GCC0076,Pypl,UAE,,,Undisclosed,11000000,TRUE,Fintech,,,,,,,News — Google News — UAE funding,REVIEW | UAE-based Blockchain Payments Startup Pypl Raises $11 Million - Financial IT | https://news.google.com/rss/articles/CBMiqgFBVV95cUxQV1c5VDNRMk9yMTNWaVpwcTV3a1V
GCC0077,Utexo,UAE,,,Undisclosed,7500000,TRUE,Deep Tech & AI,,,,,,,News — Google News — UAE funding,REVIEW | UAE blockchain startup Utexo raises $7.5 million seed led by Tether - Wamda | https://news.google.com/rss/articles/CBMimAFBVV95cUxQbTRBQU02TmVjY0NKLUpRXzBxU3J
GCC0078,Kitopi,UAE,,,Undisclosed,50000000,TRUE,Food & Agritech,,,,,,,News — Google News — UAE funding,REVIEW | UAE startup Kitopi raises $50m from Temasek-backed fund - Tech in Asia | https://news.google.com/rss/articles/CBMijwFBVV95cUxQQkN0RDdrQWtSb215MndQb0hIczV
GCC0079,Mumzworld,UAE,,,Series B,20000000,TRUE,E-commerce & Retail,,,,,,,News — Google News — Series A GCC,REVIEW | UAE’s Mumzworld raises $20 million Series B to accelerate expansion of its baby products ecommerce p | https://news.google.com/rss/articles/CBMiWEFVX3lxTE5LWDFmRFFIM0w5ZGhMZGw2eWpGX0F
GCC0080,Justmop,UAE,,,Series A,,FALSE,E-commerce & Retail,,,,,,,News — Google News — Series A GCC,"REVIEW | Justmop, a UAE-based on-demand cleaning services marketplace raises Series A funding - MENAbytes | https://news.google.com/rss/articles/CBMiVkFVX3lxTE1Lald6UTdSNFhRUm5OVHpqWEhTaVh"
GCC0081,GuestReady,UAE,Dubai,,Undisclosed,6000000,TRUE,Proptech,,,,,,,News — Google News — GCC venture,"REVIEW | GuestReady, a short-term rental management startup with presence in Dubai raises $6 million from Ven | https://news.google.com/rss/articles/CBMiW0FVX3lxTE5keFdEay1lcWNQQmJ5eTcwTHZORU1"
GCC0082,Tabby,Bahrain,,,Undisclosed,23000000,TRUE,Fintech,Buy-now-pay-later fintech platform operating across UAE and Saudi Arabia,,,,,,News — Google News — GCC venture,REVIEW | Tabby raises $23 million in one of GCC’s largest Series-A round - StartUp Bahrain | https://news.google.com/rss/articles/CBMimAFBVV95cUxORkpadF90V0EwUVdLeTBLOFg0NGl
GCC0083,Infobrim,Saudi Arabia,,,Undisclosed,3500000,TRUE,Other,,,,,,,News — Google News — Saudi funding,REVIEW | Saudi Arabia's Infobrim secures angel funding at $3.5M valuation - Wamda | https://news.google.com/rss/articles/CBMikAFBVV95cUxNSzVyUXZ5RFZTX3FISUZucWRZZkF
GCC0084,BioSapien,UAE,,,Seed,7000000,TRUE,Healthtech,,,,,,,News — Google News — UAE funding,REVIEW | UAE biotech startup BioSapien raises $7 million pre-Series A for cancer treatment platform - MENAbyt | https://news.google.com/rss/articles/CBMiY0FVX3lxTE9iRkhQMXFsUko2NEpyNVB1QkktQUx
GCC0085,True Gamers,UAE,,,Undisclosed,5000000,TRUE,Media & Entertainment,,,,,,,News — Google News — UAE funding,REVIEW | UAEs True Gamers raises $5 million to fuel its expansion - My Startup World | https://news.google.com/rss/articles/CBMiiwFBVV95cUxQTFcwRUlOYWtsRFBFblhFWmZTSGJ
GCC0086,Pluto,UAE,,,Undisclosed,4099999,TRUE,Fintech,,,,,,,News — Google News — UAE funding,REVIEW | UAE-Based Fintech Startup Pluto Secures $4.1Million Pre-Series - CairoScene | https://news.google.com/rss/articles/CBMimAFBVV95cUxPcUJQbkhIaDA3Q0RLanhVUXBiRkF
GCC0087,Journify,UAE,Dubai,,Undisclosed,,FALSE,Deep Tech & AI,,,,,,,News — Google News — raises million Gulf,"REVIEW | Dubai’s Journify raises fresh funds, doubles valuation, to grow first-party data marketing across re | https://news.google.com/rss/articles/CBMib0FVX3lxTE1Eb2hYOXA0djhRQzEweU93S1FFUmx"
GCC0088,Invygo,UAE,Dubai,,Undisclosed,1000000,TRUE,Logistics & Supply Chain,,,,,,,News — Google News — raises million Gulf,"REVIEW | Dubai-based car subscription startup Invygo raises $1 million seed, plans expansion to Saudi & Bahra | https://news.google.com/rss/articles/CBMiT0FVX3lxTE1YNXlGemJMWTFscnpKTU9xcDVWYlR"
GCC0089,nealthy,UAE,Dubai,,Pre-Seed,1300000,TRUE,Deep Tech & AI,,,,,,,News — Google News — raises million Gulf,REVIEW | Dubai Web3 startup nealthy raises $1.3M pre-seed funding - YourStory.com | https://news.google.com/rss/articles/CBMijwFBVV95cUxNZEVLczhvZkpMem84R2I5dm11Zmp
GCC0090,Enhance,UAE,Dubai,,Seed,1500000,TRUE,E-commerce & Retail,,,,,,,News — Google News — raises million Gulf,REVIEW | Dubai-based Enhance raises $1.5 million in seed funding for its gifting platform ‘joi’ - MENAbytes | https://news.google.com/rss/articles/CBMiUEFVX3lxTE51NFFQXzJPamVHdE1STDY4eXhnMGd
GCC0091,Kaykroo,UAE,Dubai,,Undisclosed,4000000,TRUE,Food & Agritech,,,,,,,News — Google News — raises million Gulf,REVIEW | Dubai-based cloud kitchen startup Kaykroo raises $4m in new funding - Gulf Business | https://news.google.com/rss/articles/CBMilwFBVV95cUxNc3JjRGYzTDBSVWU5ZExTR3JvOG5
GCC0092,ProTenders,UAE,Dubai,,Seed,3000000,TRUE,SaaS & Enterprise Software,,,,,,,News — Google News — raises million Gulf,REVIEW | Dubai’s ProTenders raises $3 million Pre-Series A for its construction intelligence and procurement  | https://news.google.com/rss/articles/CBMiX0FVX3lxTFA5VDgwZGZxWmRYWE5uZUlRdTFfVUt
GCC0093,MealPlanet,UAE,,,Seed,,FALSE,Media & Entertainment,,,,,,,News — Google News — seed GCC 2024,REVIEW | UAE Startup MealPlanet Secures USD 6M in Seed Funding - waya.media | https://news.google.com/rss/articles/CBMifkFVX3lxTFAwcTdtNVMyNk91U2tReEpybzJtU2N
GCC0094,Trukker,UAE,,,Seed,,FALSE,Deep Tech & AI,,,,,,,News — Google News — Series A GCC,REVIEW | UAE’s Trukker raises $1.4 mln in Saudi-led seed funding round - ارقام | https://news.google.com/rss/articles/CBMiaEFVX3lxTE8ySkgyQWpGbHYycDZPRTlwRnk5MzJ
GCC0095,Revibe,UAE,,,Undisclosed,,FALSE,E-commerce & Retail,,,,,,,News — Google News — Series A GCC,REVIEW | UAE’s Revibe Raises USD 17M to Expand Refurbished Electronics Marketplace - waya.media | https://news.google.com/rss/articles/CBMilwFBVV95cUxPOWxaUGRFVHJ1MVVmSWdnbVR6aUR
GCC0096,Flow48,UAE,,,Undisclosed,69000000,TRUE,Fintech,,,,,,,News — Google News — Series A GCC,REVIEW | UAE fintech start-up Flow48 raises $69m in mix of debt and equity funding - FinTech Futures | https://news.google.com/rss/articles/CBMixgFBVV95cUxNWmhKdHpkNFdwY0k3eXRMR2pqWDF
GCC0097,Pluto,UAE,,,Seed,,FALSE,Deep Tech & AI,,,,,,,News — Google News — Series A GCC,REVIEW | UAE’s Pluto Raises USD 4.1 M in a Pre-Series A Funding Round - waya.media | https://news.google.com/rss/articles/CBMihgFBVV95cUxOaVRaTjNYN1UzQnUyb0Z0Vk45OWI
GCC0098,RemotePass,UAE,,,Series A,5500000,TRUE,SaaS & Enterprise Software,,,,,,,News — Google News — Series A GCC,REVIEW | UAE-based HRtech startup RemotePass raises $5.5M in Series A funding - YourStory.com | https://news.google.com/rss/articles/CBMikAFBVV95cUxOZXBUWl9tOUw0X3Z3Z2Z0M3BCMm9
GCC0099,Thndr,UAE,,,Undisclosed,15700000,TRUE,Deep Tech & AI,,,,,,,News — Google News — Series A GCC,"REVIEW | Thndr raises $15.7m to expand investment access in MENA, targets UAE and Saudi Arabia - Techpoint Af | https://news.google.com/rss/articles/CBMiXkFVX3lxTE5kXzY0UFJfTVpyN3JjNmtFZHE3QVR"
GCC0100,baraka,UAE,,,Series A,20000000,TRUE,Fintech,,,,,,,News — Google News — Series A GCC,REVIEW | UAE fintech baraka raises $20m Series A funding round - Gulf Business | https://news.google.com/rss/articles/CBMiiwFBVV95cUxNRFJFa0hGQVpVSFpOOGFvb2JhVUx
GCC0101,Qashio,UAE,,,Seed,10000000,TRUE,Fintech,,,,,,,News — Google News — Series A GCC,"REVIEW | Qashio, UAE’s FinTech startup, raises $10 million in a seed round - waya.media | https://news.google.com/rss/articles/CBMiiAFBVV95cUxOOTBLdE9mdWt5MUcxdzB3NEVzdEF"
GCC0102,Qlub,UAE,,,Undisclosed,25000000,TRUE,Fintech,,,,,,,News — Google News — Series A GCC,REVIEW | UAE’s fintech Qlub raises $25 million - Wamda | https://news.google.com/rss/articles/CBMickFVX3lxTE1feGhsdVlhTkxFNk03cGJLekduRm1
GCC0103,The Cloud,UAE,,,Undisclosed,,FALSE,Food & Agritech,,,,,,,News — Google News — Series A GCC,REVIEW | UAE-based Cloud Kitchens Startup The Cloud Raises USD12M in Funding - waya.media | https://news.google.com/rss/articles/CBMinAFBVV95cUxOWG5hZUttOURFOGItNU11TGZ5T1p
GCC0104,Seez,UAE,Dubai,,Series A,6000000,TRUE,Deep Tech & AI,,,,,,,News — Google News — Series A GCC,"REVIEW | Dubai’s Seez raises $6 million Series A to make car buying easy in UAE, Kuwait, Saudi & Pakistan - M | https://news.google.com/rss/articles/CBMiUkFVX3lxTE5nY2ZfdjdsNmd1VHF6SGt1d05wd3p"
GCC0105,Ovasave,UAE,,,Undisclosed,1200000,TRUE,Healthtech,,,,,,,News — Google News — GCC venture,"REVIEW | UAE femtech Ovasave secures $1.2 million to expand in Saudi, GCC - Wamda | https://news.google.com/rss/articles/CBMijwFBVV95cUxPZVdSMldJS2NieGI0YTJDQUFpMFh"
GCC0106,Slide,Saudi Arabia,,,Pre-Seed,1750000,TRUE,SaaS & Enterprise Software,,,,,,,News — Google News — GCC venture,"REVIEW | Slide, Saudi Arabia’s SaaS startup, raises $1.75m in a pre-seed round - waya.media | https://news.google.com/rss/articles/CBMijgFBVV95cUxONHh2YWViZ0dLWU1SVWp1RVd5a3p"
GCC0107,SellAnyCar.com,UAE,,,Undisclosed,35000000,TRUE,Deep Tech & AI,,,,,,,News — Google News — GCC venture,REVIEW | UAE’s SellAnyCar.com Raises $35 Million in Funding - waya.media | https://news.google.com/rss/articles/CBMid0FVX3lxTE00MS1YYzZBN0o0Mm5nSE1RT1BjV3J
GCC0108,Rise,UAE,Dubai,,Undisclosed,1400000,TRUE,Deep Tech & AI,,,,,,,News — Google News — GCC venture,REVIEW | Dubai’s Rise raises $1.4 million investment to provide financial services to low-income migrants in  | https://news.google.com/rss/articles/CBMiVEFVX3lxTE5NRFVUVXFXcklKVDFFN0phc3pfeUZ
GCC0109,Ziina,UAE,Dubai,,Undisclosed,22000000,TRUE,Fintech,,,,,,,News — TechCrunch Middle East,REVIEW | Ziina banks $22M as growth explodes for the UAE-based fintech for small businesses | https://techcrunch.com/2024/09/02/ziina-banks-22m-as-growth-explodes-for-the-uae
GCC0110,Newera.ai,Saudi Arabia,,,Pre-Seed,2100000,TRUE,Deep Tech & AI,,,,,,,News — Google News — Saudi funding,REVIEW | Newera.ai raises $2.1 million pre-seed to scale generative AI in Saudi Arabia - Wamda | https://news.google.com/rss/articles/CBMiogFBVV95cUxPc2NQTFloUU4tLTJyOW9nX0t1b3l
GCC0111,Takadao,Saudi Arabia,,,Undisclosed,3100000,TRUE,Fintech,,,,,,,News — Google News — Saudi funding,REVIEW | Singapore-Saudi Arabian fintech startup Takadao raises US$3.1 million with Hasan.VC backing - Digita | https://news.google.com/rss/articles/CBMiwgFBVV95cUxOQ0dNV1lFd3BSNEVwVms5bkNKaW9
